id;nome;latitude;longitude;logradouro;numero;complemento;bairro;cidade;cep;uf;contato;email;telefone
2006;BANA PNEUS;-25.5402837;-49.1970040;RUA ISABEL REDENTORA;2217;;CENTRO;SÃO JOSÉ DOS PINHAIS;83005010;PR;ADRIANO;banasaojose@banapneus.com.br;4133149990
2007;BANA PNEUS;-25.5858303;-49.4044188;RODOVIA DO XISTO;7424;KM 21;FAZENDA VELHA;ARAUCÁRIA;83707740;PR;ALESSANDRO;araucaria@banapneus.com.br;4133149920
2008;BANA PNEUS;-25.6461622;-49.3148062;RUA MANOEL CLAUDINO BARBOSA;1655;;IGUAÇU;FAZENDA RIO GRANDE;83833080;PR;ALISSON;fazenda@banapneus.com.br;4133149936
2009;BANA PNEUS;-25.5264568;-48.5251649;RUA PREFEITO ROQUE VERNALHA;846;;VILA ITIBERE;PARANAGUÁ;83206350;PR;DENILSON;paranagua@banapneus.com.br;4133149946
2010;BANA PNEUS;-25.4162443;-49.2562368;RUA ROCHA POMBO;131;;JUVEVE;CURITIBA;80030390;PR;RAFAEL;juveve@banapneus.com.br;4133149967
2011;PARATI AUTOPEÇAS;-30.0733701;-51.1100997;AVENIDA LIBERDADE;728;;SANTA ISABEL;VIAMÃO;94480500;RS;JOSÉ;bartocarautopecas@gmail.com;5134932289
2012;PARATI AUTOPEÇAS;-30.0818061;-51.0348017;AVENIDA SENADOR SALGADO FILHO;9918;;CENTRO;VIAMÃO;94435000;RS;HENRIQUE;bartocarautopecas@gmail.com;5134442333
2013;DELCAR;-29.1730199;-51.2144049;RUA DAS GARDÊNIAS;755;;CINQUENTENÁRIO;CAXIAS DO SUL;95012200;RS;JEAN;delcar.atendimento@gmail.com;5432028228
2014;CONTER AUTOPEÇAS;-30.6748614;-51.4027224;RUA JOÃO PESSOA;933;;CENTRO;TAPES;96760000;RS;EMERSON;contercompras@conectsul.com.br;5136721555
2015;PARATI AUTOPEÇAS;-30.0072226;-51.0842055;AVENIDA PRESIDENTE GETÚLIO VARGAS;1071;;BELA VISTA;ALVORADA;94810000;RS;MAURO;cabfinanceiro@live.com;5134832624
2016;SÃO JOÃO AUTOPEÇAS;-28.4161639;-54.9636229;RUA SÃO JOÃO;2690;;MONSENHOR WOLSKI;SÃO LUIZ GONZAGA;97800000;RS;DARLEI;apsjoao@terra.com.br;5533522812
2017;AUTOPEÇAS ZANDONA;-29.9183787;-51.1966311;RUA CEL VICENTE;1356;;CENTRO;CANOAS;92310430;RS;BETO;autopecaszandona@hotmail.com;5130590552
2018;KLEIN AUTO SOM;-29.9240353;-51.1764391;RUA GENERAL SALUSTIANO;812;;MARECHAL RONDON;CANOAS;92020310;RS;ANDERSON;kleinpecas@hotmail.com;5134723777
2019;MILANI AUTOPEÇAS E MOTO PEÇAS;-29.1685221;-51.1712401;RUA SINIMBU;985;;NOSSA SENHORA LURDES;CAXIAS DO SUL;95020000;RS;VOLNEI;laercio@milani.com.br;5432281899
2020;MILANI MOTO PEÇAS;-29.9898585;-51.1166591;RUA JOSÉ PARIS;339;;SARANDI;PORTO ALEGRE;91140310;RS;LAERCIO;portoalegre@milani.com.br;5133492000
2021;KARSUL;-29.1776494;-51.1658907;RUA SILVEIRA MARTINS;1096;;CRISTO REDENTOR;CAXIAS DO SUL;95082000;RS;CRISTINA;karsul@karsul.com.br;5432281668
2022;KARSUL;-29.7043959;-53.7969127;RODOVIA BR 158;1820;;NOSSA SENHORA MEDIANEIRA;SANTA MARIA;97060220;RS;MARCO;karsulsm@karsul.com.br;5530273002
2023;KARSUL;-29.6956940;-51.1347629;RUA AIMORÉ;636;;RIO BRANCO;NOVO HAMBURGO;93336150;RS;KARON;karo@karsul.com.br;5135931080
2024;RENATO AUTO;-29.6448313;-51.0016697;RODOVIA RS 239;5172;;QUATRO COLINAS;SAPIRANGA;93815016;RS;MANASELE;renatoauto@yahoo.com.br;5135993236
2025;RENATO PNEUS;-23.3014975;-51.1763110;AVENIDA TIRADENTES;300;;SHANGRI-LÁ;LONDRINA;86070545;PR;LEANDRO;gerencia54@renatoautoservice.com.br;4333774000
2026;RENATO PNEUS;-23.5498243;-51.4497746;AVENIDA MINAS GERIAS;955;;JARDIM APUCARANA;APUCARANA;86804000;PR;LEANDRO;gerencia56@renatoautoservice.com.br;4334227655
2027;RENATO PNEUS;-24.2432869;-51.6862290;AVENIDA LADISLAU GIL FERNANDES;1190;;JARDIM NOVO VERSALHES;IVAIPORÃ;86870000;PR;VALDECI;gerencia57@renatoautoservice.com.br;4334724277
2028;RENATO PNEUS;-23.6609899;-52.5939103;PRAÇA OLÍMPICA;52;;CENTRO;CIANORTE;87200000;PR;ISMAEL;gerencia59@renatoautoservice.com.br;4436315001
2029;RENATO PNEUS;-23.4162293;-51.9228733;AVENIDA COLOMBO;4161;;ZONA 7;MARINGÁ;87030120;PR;JULIA;gerencia61@renatoautoservice.com.br;4432264665
2030;RENATO PNEUS;-24.0398677;-52.3756734;AVENIDA MANOEL MENDES DE CAMARGO;1730C;;CENTRO;CAMPO MOURÃO;87303115;PR;FABIO;gerencia62@renatoautoservice.com.br;4436315001
2031;AUTOPEÇAS PARANÁ;-24.3106709;-52.5293489;AVENIDA MANOEL FRANCISCO DA SILVA;848;;CENTRO;MAMBORÊ;87340000;PR;ZORAIDE;autopecas_parana@hotmail.com;4435681142
2032;B&C AUTOPEÇAS;-24.9543487;-53.4532244;AVENIDA BRASIL;5256;;CENTRO;CASCAVEL;85812001;PR;LAURO;adm@becautocenter.com.br;4532243238
2033;TONIMAR AUTOPEÇAS;-23.5351932;-46.9038418;RUA BRIGADEIRO FARIA LIMA;34;;JARDIM SOROCABANO;JANDIRA;6604020;SP;CAIO;tonimarautopecas@globo.com;1147892500
2034;TONIMAR AUTOPEÇAS;-23.5475524;-46.9418487;RODOVIA ENGENHEIRO RENÊ BENEDITO SILVA;618;;CENTRO;ITAPEVI;6600000;SP;ELIAS;eliastonimar@terra.com.br;1141415030
2035;FRANJINHA AUTOPEÇAS;-20.4713952;-45.1236484;ESTRADA ITAPECERICA A CAMPO LIMPO;2840;;JARDIM DOM JOSÉ;EMBU DAS ARTES;6823301;SP;FABIANO;franjinha-ap@hotmail.com;1147824751
2036;ALMEIDA AUTOPEÇAS;-23.5349233;-46.9035688;LARGO OITO DE DEZEMBRO;58;;VILA ANITA COSTA;JANDIRA;6600220;SP;DAVID;almeidaautopecas.vendas@gmail.com;1147896420
2037;ALMEIDA AUTOPEÇAS;-23.5538762;-46.9351974;AVENIDA RUBENS CARAMEZ;1075;;VILA AURORA;ITAPEVI;6675000;SP;DAVID;almeidaautopecas.vendas@gmail.com;1141426593
2038;REAL AUTOPEÇAS;-23.6877660;-46.4505474;AVENIDA BRASIL;737;;PARQUE DAS AMÉRICAS;MAUÁ;9351000;SP;SHEILA;realpartscomponentes@gmail.com;1145147030
2039;BECAR AUTOPEÇAS;-23.6822330;-46.5086312;AVENIDA DOM PEDRO I;2159;;VILA PIRES;SANTO ANDRÉ;9130410;SP;WAGNER;becarautopecas@ig.com.br;1144510789
2040;AUTOPEÇAS MARECHAL;-22.8574956;-43.3701395;RUA AURÉLIO VALPORTO;114;;MARECHAL HERMES;RIO DE JANEIRO;21555560;RJ;COSME;automarechal@ig.com.br;2138303014
2041;ANTONIO AUTOPEÇAS;-21.7399834;-43.3832795;RUA CORONEL VIDAL;2580;;CERÂMICA;JUIZ DE FORA;36080330;MG;FRANCISCO;franciscoazevedo@aap.com.br;3232572100
2042;LIDERPEÇAS;-21.7521403;-43.3528773;RUA MARIANO PROCÓPIO;4;;CENTRO;JUIZ DE FORA;36036780;MG;ALEXANDRA;marketingliderpecas@outlook.com;3232572000
2043;GENUÍNA AUTOPEÇAS;-21.7536087;-43.3502746;RUA JOSÉ CALIL AHOUAGI;712;;CENTRO;JUIZ DE FORA;36060080;MG;MARCOS;genujf@terra.com.br;3221017132
2044;WALPEÇAS;-21.7581250;-43.3472470;RUA FLORIANO PEIXOTO;142;;CENTRO;JUIZ DE FORA;36013080;MG;FERNANDO;fernandowalpecas@hotmail.com;3232153362
2045;ALTERNATIVA AUTOPEÇAS;-21.7582302;-43.3467265;RUA FLORIANO PEIXOTO;99;;CENTRO;JUIZ DE FORA;36013080;MG;FERNANDO;alternativajf@hotmail.com;3232290060
2046;GUIDAUTO AUTOPEÇAS;-21.7719160;-43.3573351;RUA PADRE CAFÉ;610;;SÃO MATEUS;JUIZ DE FORA;36016450;MG;ANDRÉ;phmmatos@hotmail.com;3232145541
2047;GUIDAUTO AUTOPEÇAS;-21.7541096;-43.3484795;RUA PROFESSOR OSVALDO VELOSO;42;;CENTRO;JUIZ DE FORA;36060090;MG;PAULO HENRIQUE;phmmatos@hotmail.com;3230264094
2048;DEDÉ AUTOPEÇAS;-19.9676638;-44.0145959;AVENIDA TITO FULGÊNCIO;1370;;CIDADE INDUSTRIAL;CONTAGEM;32215000;MG;ALEXANDRE;compras@dedepecas.com.br;3133687900
2049;ROCAM;-19.8746380;-44.9779848;RUA OLAVO JOSÉ CAMILO;400;;ADALBERTO AMARAL;NOVA SERRANA;35527796;MG;OTACÍLIO;centroarocam@gmail.com;3732264555
2050;JSA AUTOPEÇAS;-19.9122549;-43.9748964;AVENIDA DOM PEDRO SEGUNDO;3620;;MONSENHOR MESSIAS;BELO HORIZONTE;30720460;MG;PATRÍCIA;araujopatricia520@gmail.com;3134791100
2051;ATUAL AUTOPEÇAS;-19.9120267;-43.9712285;AVENIDA DOM PEDRO SEGUNDO;3180;;CAIÇARAS;BELO HORIZONTE;30770162;MG;DIOMAR;atualautopecas@gmail.com;3134118378
2052;AAP;-19.9081849;-43.9985767;AVENIDA ABÍLIO MACHADO;880;;INCONFIDÊNCIA;BELO HORIZONTE;30820272;MG;GEDSON;gedson.rizzo@aap.com.br;3134736839
2053;AAP;-19.9657314;-44.2025318;AVENIDA EDMÉIA MATTOS LAZZAROTTI;1020;;PARQUE DAS INDÚSTRIAS;BETIM;32600004;MG;ADIEL;gedson.rizo@aap.com.br;3134386250
2054;AAP;-19.9634844;-44.0317976;AVENIDA GENERAL DAVID SARNOFF;3606;;CIDADE INDUSTRIAL;CONTAGEM;32210110;MG;DIEISON;gedson.rizo@aap.com.br;3133645425
2055;A C M CASA DE PEÇAS;-19.7545512;-44.0814157;AVENIDA MARANHÃO;17;;SEVILHA B;RIBEIRÃO DAS NEVES;33858040;MG;ANA CALOLLI;acmcasapecas@gmail.com;3130324575
2056;GILBERTÃO;-19.9114584;-43.9214844;AVENIDA SILVIANO BRANDÃO;1723;;HORTO;BELO HORIZONTE;31015000;MG;GILBERTO;gilbertaoautopecas@hotmail.com;3134840003
2057;MUNDIAL PEÇAS;-19.9115154;-43.9208002;AVENIDA SILVIANO BRANDÃO;1825;;SAGRADA FAMÍLIA;BELO HORIZONTE;31030210;MG;LEONARDO;mundial@ancora-mg.com.br;3134632611
2058;CAPUTO;-19.9113474;-43.9199365;AVENIDA SILVIANO BRANDÃO;1889;;HORTO;BELO HORIZONTE;31015000;MG;ROSANGELO;arnaldo@autonet.com.br;3134847171
2059;DEDÉ O REI DA SUSPENSÃO;-19.9129449;-43.9768172;AVENIDA DOM PEDRO SEGUNDO;3811;;PADRE EUSTÁQUIO;BELO HORIZONTE;30720460;MG;LEONARDO;raposaoleo@hotmail.com;3134625792
2060;XPEÇAS;-19.9122615;-43.9767864;AVENIDA DOM PEDRO SEGUNDO;3800;LOJA 1;CAIÇARAS;BELO HORIZONTE;30720460;MG;JEAN;xpecasautopecas@gmail.com;3134111866
2061;AAP;-19.9676484;-44.0633727;AVENIDA CÉSAR AUGUSTO FARIAS SIMÕES;131;;JARDIM RIACHO;CONTAGEM;32242190;MG;ANDERSON;andersonmarques@aap.com.br;3134387600
2062;ATUAL AUTOPEÇAS;-19.8756739;-43.9920882;AVENIDA TANCREDO NEVES;3900;LOJA 1;CASTELO;BELO HORIZONTE;31330472;MG;DIOMAR;castelo@atualautopecas.com.br;3125383636
2063;ATUAL AUTOPEÇAS;-19.8753164;-43.9064201;AVENIDA JOSÉ CÂNDIDO DA SILVEIRA;3187;;IPÊ - SÃO MARCOS;BELO HORIZONTE;31930029;MG;DIOMAR;atualautopecas@hotmail.com;3125513900
2064;AUTO BITTS;-19.6278387;-43.8980627;RUA BONIFÁCIO DUARTE STAUT;127;;VILA PINTO COELHO;LAGOA SANTA;33230300;MG;ANTÔNIO;adm@estradareal.com.br;3136814030
2065;AUTO BITTS MAIS;-19.6220840;-43.8969209;RUA PINTO ALVES;684;;VILA SANTA CECÍLIA;LAGOA SANTA;33270230;MG;ANTÔNIO;adm@estradareal.com.br;3136811661
2066;AUTO GIRO;-19.9150246;-43.9433435;AVENIDA OLEGÁRIO MACIEL;70;;CENTRO;BELO HORIZONTE;30180110;MG;ARTHUR;arthur.agdp@terra.com.br;3132014718
2067;AUTO GIRO;-19.9454202;-44.0429522;AVENIDA JOSÉ FARIA DA ROCHA;1526;;ELDORADO;CONTAGEM;32315040;MG;ARTHUR;arthur.agdp@terra.com.br;3133562461
2068;AUTO GIRO;-19.9645975;-44.1850947;RUA QUINTINO BOCAIÚVA;264;;CHÁCARA;BETIM;32670332;MG;CRISTIANE;autogirobe@terra.com.br;3135941709
2069;AUTO GIRO;-19.7783262;-44.0817581;RUA ARI TEIXEIRA DA COSTA;1500;;SAVASSI;RIBEIRÃO DAS NEVES;33880630;MG;ARTHUR;arthur.agdp@terra.com.br;3136242182
2070;AUTO GIRO;-19.9890784;-43.8475974;AVENIDA JOSÉ BERNADO DE BARROS;622;;CASCALHO;NOVA LIMA;34000000;MG;ARTHUR;arthur.agdp@terra.com.br;3135425454
2071;AUTO GIRO;-19.6168462;-44.0438938;RUA CRISTIANO OTONI;26;;CENTRO;PEDRO LEOPOLDO;33600000;MG;ARTHUR;arthur.agdp@terra.com.br;3136621521
2072;AUTO GIRO;-19.7883992;-43.9402323;AVENIDA BRASÍLIA;1154;;SÃO BENEDITO;SANTA LUZIA;33120510;MG;ARTHUR;arthur.agdp@terra.com.br;3136371890
2073;AUTO GIRO;-20.0207462;-44.0600227;RUA SÃO PAULO;415;;VILA NOVA ESPERANÇA;IBIRITÉ;32400000;MG;ARTHUR;arthur.agdp@terra.com.br;3135994228
2074;EFRAIN AUTOPEÇAS;-19.8691295;-44.9938586;AVENIDA BENJAMIN MARTINS DO ESPÍRITO SANTO;1795;;PARK DONA GUMERCINDA;NOVA SERRANA;35519000;MG;PEDRO;efraimautopecas@hotmail.com;3732263457
2075;PUJAL AUTOPEÇAS;-19.8372076;-43.9767539;AVENIDA GUARAPARI;981;;SANTA AMÉLIA;BELO HORIZONTE;31560300;MG;MARCELO;pujal@ig.com.br;3134419682
2076;GRB MOTOCENTER;-19.8754051;-43.9034441;RODOVIA MG-5;698;;IPÊ;BELO HORIZONTE;31930010;MG;GILMAR;grbmotos@grbmotos.com.br;3134329090
2077;CALPEN AUTOPEÇAS;-19.4644376;-42.5407719;AVENIDA AVENIDA JUSCELINO KUBITSCHEK;1060;;JARDIM PANORAMA;IPATINGA;35164245;MG;JULIELCIO;ipatingacalpen@gmail.com;3136187350
2078;BHM DIESEL LIMITADA;-19.9189699;-43.9484099;RUA ARAGUARI;94;;BARRO PRETO;BELO HORIZONTE;30190110;MG;FRANCISCO;mgno@bhmdiesel.com.br;3132124144
2079;AUTOPEÇAS MAX;-19.9218114;-43.9580386;RUA JOÃO LÚCIO BRANDÃO;171 /191;;PRADO;BELO HORIZONTE;30410480;MG;JOSSUIR;autopecasmax@gmail.com;3132923015
2080;RODAG DISTRIBUIDORA DE AUTOPEÇAS;-19.8812248;-43.9598241;RUA MAJOR DELFINO DE PAULA;2650;;SÃO FRANCISCO;BELO HORIZONTE;31255170;MG;GUSTAVO;acwcont@veloxmail.com.br;3130290300
2081;AGRA MOTORS COMERCIO DE VEICULOS;-19.9342200;-44.0237290;AVENIDA PRESIDENTE JUSCELINO KUBITSCHEK;7300;;CALIFÓRNIA;BELO HORIZONTE;30855450;MG;WALISON;fiscal@luismelo.com.br;3133894499
2082;AUTOCAR AUTOPEÇAS;-19.8387058;-44.1536857;AVENIDA ALTINO JOSÉ DA COSTA;596;;RETIRO;CONTAGEM;32050700;MG;WAGNER;autocar@ancora-mg.com.br;3133511161
2083;PREMIUM DISTRIBUIDORA DE AUTOPEÇAS;-19.8441446;-43.9268442;AVENIDA WALDOMIRO LOBO;850;;GUARANI;BELO HORIZONTE;31814620;MG;HAROLDO;premium@ancora-mg.com.br;3134331222
2084;PEIXOTO AUTOPEÇAS E SERVIÇOS;-20.0203955;-44.0609812;AVENIDA SÃO PAULO;701 / 791;;NOVA ESPERANÇA;IBIRITÉ;32400000;MG;MAXSUEL;vendas.peixotopecaseservicos@gmail.com;3135211983
2085;AUTOPEÇAS TREVO;-19.8751217;-43.9051866;AVENIDA JOSÉ CÂNDIDO DA SILVEIRA;3319;;SÃO MARCOS;BELO HORIZONTE;31930000;MG;GERALDO;trevobitaraes@terra.com.br;3134862520
2086;HS AUTOPEÇAS;-19.9053429;-44.0060130;AVENIDA BRIGADEIRO EDUARDO GOMES;1213;;NOSSA SENHORA DA GLORIA;BELO HORIZONTE;30870100;MG;HENRIQUE;hsautopecasltda@gmail.com;3134740022
2087;AUTOPEÇAS PRATA DIESEL;-19.8183284;-43.9528561;AVENIDA VILARINHO;1051;;VENDA NOVA;BELO HORIZONTE;31610070;MG;WILSON;pratadiesel@ancora-mg.com.br;3134511845
2088;IRMÃOS CRUZ AUTOPEÇAS;-19.8870314;-43.8028630;AVENIDA PREFEITO VITOR FANTINI;27;;CENTRO;SABARÁ;34505360;MG;ANTÔNIO;irmaoscruz@ancora-mg.com.br;3136711915
2089;HS AUTOPEÇAS;-19.9319264;-44.1099368;RUA Mato Grosso;518;;VILA UNIVERSAL;BETIM;32678014;MG;HENRIQUE;filialbetim@hsautopecas.com;3134744949
2090;SANTINHO AUTOPEÇAS;-17.8631369;-42.8641734;RUA DIAMANTINA;696;;SÃO GERALDO;ITAMARANDIBA;39670000;MG;SANTOS;santinhoautpecas@hotmail.com;3835211385
2091;AUTOPEÇAS PROGRESSO;-11.7966786;-37.9443037;AVENIDA MÁRIO ANDREAZZA;S/N;;CENTRO;ESPLANADA;48370000;BA;NILTON;approgresso@hotmail.com;7599235633
2092;AUTO MAIS PEÇAS;-12.8689468;-38.4772658;RUA DOUTOR ARMANDO ULM DA SILVA;23;;PRAIA GRANDE;SALVADOR;40720630;BA;RICARDO;ricardo.ssa77@gmail.com;7135210214
2093;BATISTA AUTOPEÇAS;-11.6656087;-38.0179154;RUA SATURNINO DE MENEZES;42;;CENTRO;ACAJUTIBA;48360000;BA;JALSON;jalsonsb@hotmail.com;7599417660
2094;CENTRO PEÇAS ESPLANADA;-11.7957867;-37.9445625;AVENIDA MÁRIO ANDREAZZA;690;;CENTRO;ESPLANADA;48370000;BA;JURACI;centropecasesplanada2020@gmail.com;7598113193
2095;VS MOTOPEÇAS;-11.7915053;-37.9463241;RUA NOVA BRASÍLIA;2;;CENTRO;ESPLANADA;48370000;BA;MARIA SANTINHA;santinhavs@gmail.com;7599724662
2096;O BARATÃO AUTOPEÇAS;-12.9636662;-38.4933031;RUA GENERAL ARGOLO;71;;BAIXA DE QUINTAS;SALVADOR;40300410;BA;EDIEUSON;comercial@obaratao.com.br;7132558100
2097;O BARATÃO AUTOPEÇAS;-12.9777378;-38.5016363;RUA DOMINICA;S/N;;GRANJAS RURAIS;SALVADOR;41230000;BA;SÉRGIO;comercial@obaratao.com.br;7132468581
2098;O BARATÃO AUTOPEÇAS;-12.9904370;-38.5052347;AVENIDA VASCO DA GAMA;2140;;VASCO DA GAMA;SALVADOR;40230730;BA;MARCELO;comercial@obaratao.com.br;7133398900
2099;O BARATÃO AUTOPEÇAS;-12.8930175;-38.3483388;AVENIDA SÃO CRISTOVÃO;1537;;SÃO CRISTOVÃO;SALVADOR;41510333;BA;JEAN;comercial@obaratao.com.br;7134150200
2100;O BARATÃO AUTOPEÇAS;-12.8985669;-38.4268203;RUA ÁLVARO DA FRANCA ROCHA;33;;CAJAZEIRAS V;SALVADOR;41334320;BA;JURACY;comercial@obaratao.com.br;7130380359
2101;O BARATÃO AUTOPEÇAS;-12.9395114;-38.5029775;AVENIDA FERNANDES DA CUNHA;67;;MARES;SALVADOR;40445201;BA;TONY;comercial@obaratao.com.br;7130380360
2102;O BARATÃO AUTOPEÇAS;-12.9442122;-38.4566047;ESTRADA DAS BARREIRAS;72;;CABULA;SALVADOR;41195000;BA;ANAILTON;comercial@obaratao.com.br;7131764970
2103;O BARATÃO AUTOPEÇAS;-12.8860145;-38.3096944;AVENIDA LUIZ TARQUÍNIO PONTES;1541;;VILAS DO ATLÂNTICO;LAURO DE FREITAS;42702901;BA;MURILO;comercial@obaratao.com.br;7131764980
2104;O BARATÃO AUTOPEÇAS;-12.9160396;-38.4425863;RUA ISMAR ARAÚJO;7;;PAU DA LIMA;SALVADOR;41235010;BA;GILBERTO;comercial@obaratao.com.br;7131764990
2105;R. C. A. AUTOPEÇAS;-11.6656250;-38.0179124;RUA SATURNINO DE MENEZES;62;;CENTRO;ACAJUTIBA;48360000;BA;ROBERTO;rcaautopecas@hotmail.com;7598163439
2106;WILLIAM AUTOPEÇAS;-11.6850048;-38.0108105;RUA SATURNINO DE MENEZES;1509;;CENTRO;ACAJUTIBA;48360000;BA;WILLIAM;william.marcelino@hotmail.com;7199106205
2107;TMP MOTOPEÇAS;-11.8077161;-39.3931778;AVENIDA SABINO ALVES SAMPAIO;58;;BELA VISTA;RIACHÃO DO JACUÍPE;44640000;BA;TOINHO;toinho-motos@hotmail.com;7532642515
2108;MATEUS AUTOPEÇAS;-13.6258328;-41.3286772;AVENIDA BARÃO DO RIO BRANCO;407;;CENTRO;BARRA DA ESTIVA;46650000;BA;MATEUS;mateusautopecas@yahoo.com.br;7734501848
2109;NUBIA PEÇAS E PNEUS;-11.9573273;-40.1723038;RUA DA CONCEIÇÃO;24;;CENTRO;BAIXA GRANDE;44620000;BA;NUBIA;nubiapneus@hotmail.com;7432581826
2110;RONI AUTOPEÇAS;-12.9907291;-38.5022038;AVENIDA VASCO DA GAMA;2445;;ENGENHO VELHO DE BROTAS;SALVADOR;40240090;BA;MARCELO;vasco@roni.com.br;7132158900
2111;MOTOPEÇAS CRUZ;-11.6467259;-42.0086649;AVENIDA ULISSES GUIMARAES;106;;CENTRO;IBIPEBA;44970000;BA;OTANIEL;rafaeljhomes4@hotmail.com;7499724580
2112;CLAUDIO AUTOPEÇAS;-14.0573125;-52.1516740;AVENIDA JÚLIO CAMPOS;195;;INDUSTRIAL;ÁGUA BOA;78635000;MT;ADRIANO;vendas02.agb@claudiopecas.com.br;6634685800
2113;CLAUDIO AUTOPEÇAS;-13.4129933;-52.5318604;AVENIDA RIO GRANDE DO SUL;904;;NOVA CANARANA;CANARANA;78640000;MT;CLAUDIO;vendas04.brg@claudiopecas.com.br;6634782100
2114;CLAUDIO AUTOPEÇAS;-10.6569293;-51.5703740;AVENIDA BRASIL;630;;CENTRO;CONFRESA;78652000;MT;EDVAN;advamalves@claudiopecas.com.br;6635641200
2115;CLAUDIO AUTOPEÇAS;-15.8808910;-52.2777431;AVENIDA SENADOR VALDO VARJÃO;2766;;SETOR INDUSTRIAL;BARRA DO GARÇAS;78600000;MT;NETO;vendas04.brg@claudiopecas.com.br;6434018000
2116;CLAUDIO AUTOPEÇAS;-14.6635557;-52.3582187;RUA ARAES;878;;CENTRO;NOVA XAVANTINA;78690000;MT;ADRIANO;vendas02.nx@claudiopecas.com.br;6634381900
2117;CLAUDIO AUTOPEÇAS;-10.0179573;-51.1215893;RODOVIA BR 158;S/N;QD 01 LT 09;INCONFIDENTES;VILA RICA;78645000;MT;EDVAN;advamalves@claudiopecas.com.br;6635542000
2118;MOTO 2000;-16.6221155;-49.2167862;AVENIDA VERA CRUZ;S/N;QD 90 LT 10;JARDIM GUANABARA;GOIÂNIA;74675830;GO;WELTON;rodrigopop123@gmail.com;6282193208
2119;PNEUJAH;-16.6227823;-49.2190613;AVENIDA VERA CRUZ;975;QD 44 LT 15;JARDIM GUANABARA;GOIÂNIA;74675830;GO;JOSE ALBERTO;guanabara@pneujah.com.br;6232042594
2120;GR AUTOPEÇAS;-16.6194304;-49.2095741;AVENIDA VERA CRUZ;2063;QR119 LT 09;JARDIM GUANABARA;GOIÂNIA;74675830;GO;KLEBSON;oficina_gr@gmail.com;6238771472
2121;10 AUTOPEÇAS;-16.6247597;-49.2232849;AVENIDA VERA CRUZ;318;QD 18 LT 20;JARDIM GUANABARA;GOIÂNIA;74675830;GO;RICARDO;10autopecasgoiania@gmail.com;6236223033
2122;GT AUTOPEÇAS;-16.6485467;-49.2579587;AVENIDA ENGENHEIRO FUAD RASSI;1471;QD 14 LT 21;SETOR CRIMEIA LESTE;GOIÂNIA;74660200;GO;FABRICÍO;garantia@gtautopecas.com.br;6232653333
2123;ANCORA;-16.6401813;-49.2396682;AVENIDA CAIAPÓ;184;QD 99 LT 26;SANTA GENOVEVA;GOIÂNIA;74672400;GO;LINCOLN;caps.goiania24@gmail.com;6239428421
2124;CHUPETA MOTO PEÇAS;-3.0776882;-60.0502598;RUA PROFESSOR ANTONIO GIULESSE;377;A;ALVORADA;MANAUS;69042060;AM;HERBET;herbetmesquita@gmail.com;9231176290
2125;PLANETA MOTO PEÇAS;-3.0799654;-60.0610006;RUA DA INDEPENDENCIA;24;TERREO;NOVA ESPERANÇA;MANAUS;69037586;AM;FRANK;planetamotomanaus@gmail.com;9232382795
2126;CENTRAL MOTO PEÇAS;-3.0579316;-60.0376880;RUA ELIAS BEZECRY;30;;REDENÇÃO;MANAUS;69047230;AM;LENILSON;centralmotosmanaus@gmail.com;9236519604
2127;FERREIRA MOTOS;-3.0738318;-60.0374759;AVENIDA DESEMBARGADOR JOÃO MACHADO;1413;;ALVORADA;MANAUS;69043000;AM;FERREIRA;ferreiramotos1413@gmail.com;9231743112
2128;GIORDANI MOTOS;-3.0784421;-60.0474816;RUA PROFESSOR ABILIO ALENCAR;304;;ALVORADA;MANAUS;69042010;AM;VANDERLEI;giordanimotos@giordanimotos.com.br;9232320389
2129;GIORDANI MOTOS;-3.1163625;-60.0076200;RUA BELEM;1676;;CACHOEIRINHA;MANAUS;69065120;AM;VANDERLEI;giordanimotos@giordanimotos.com.br;9236560786
2130;NOVO ALEIXO AUTOPEÇAS;-3.0574763;-59.9626198;RUA JOÃO CÂMARA;29;QD D LOTE 29;NOVO ALEIXO;MANAUS;69098165;AM;EVANDRO;evandro.haddad@hotmail.com;9233484241
2131;CAMPINHO;-22.8959244;-43.5781653;ESTRADA DO CAMPINHO;1359;LOJA A;CAMPO GRANDE;RIO DE JANEIRO;23070220;RJ;WANDO;wando@campinhopecas.com.br;(21) 97960-3911
2132;CHICO DAS BATERIAS;-22.7327229;-43.3498791;AVENIDA JOAQUIM DA COSTA LIMA;76;;LOTE XV;BELFORD ROXO;26183255;RJ;RENATO;leugimautopecas@gmail.com;2131340209
2133;MAX WAVE AUTOPEÇAS;-22.7147619;-43.3247693;AVENIDA LEONEL DE MOURA BRIZOLA;1538;LOJA;LOTE XV;BELFORD ROXO;26183250;RJ;ALEXANDRE;maxwave.autopecas@gmail.com;(21) 97011-6996
2134;ITAMARATI AUTOMOTIVA;-22.7551543;-43.4453451;AVENIDA NILO PEÇANHA;750;;CENTRO;NOVA IGUAÇU;26210011;RJ;ADRIANO;itamarati@grupoitamarati.com.br;2128824000
2135;ITAMARATI AUTOMOTIVA;-22.8851263;-42.0504625;AVENIDA AMERICA CENTRAL;1815;G L Y I;SÃO CRISTOVÃO;CABO FRIO;28909581;RJ;ADRIANO;itamarati@grupoitamarati.com.br;2230589600
